Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDC08,19.0,1.0,0.103449993,6.0,225.472,OUT046,1997,2.0,0.0,1.0,3169.208
FDU57,8.27,1.0,0.089554186,13.0,150.8708,OUT046,1997,2.0,0.0,1.0,2407.5328
FDZ58,17.85,0.0,0.052257982,13.0,121.8072,OUT049,1999,1.0,0.0,1.0,2450.144
FDY01,11.8,1.0,0.170251293,3.0,116.4834,OUT035,2004,2.0,1.0,1.0,1958.1178
FDG09,20.6,1.0,0.048131556,6.0,187.1556,OUT018,2009,1.0,2.0,2.0,4693.89
NCE54,20.7,0.0,0.026899856,9.0,73.9354,OUT046,1997,2.0,0.0,1.0,677.1186
FDB34,15.25,0.0,0.026663778,13.0,87.0198,OUT045,2002,1.0,1.0,1.0,2442.1544
FDT24,12.35,1.0,0.0,0.0,76.2328,OUT046,1997,2.0,0.0,1.0,1544.656
FDZ08,12.5,1.0,0.109900843,6.0,83.0592,OUT013,1987,0.0,2.0,1.0,743.0328
NCI54,15.2,0.0,0.033651278,9.0,108.9912,OUT049,1999,1.0,0.0,1.0,1965.4416
FDU34,18.25,0.0,0.075311837,13.0,122.6046,OUT049,1999,1.0,0.0,1.0,2988.1104
FDP23,6.71,0.0,0.0,1.0,218.9166,OUT013,1987,0.0,2.0,1.0,2394.8826
NCV29,12.857645184136183,0.0,0.039996021,8.0,176.7686,OUT019,1985,2.0,0.0,0.0,888.843
FDG10,12.857645184136183,1.0,0.010886324,13.0,57.2588,OUT027,1985,1.0,2.0,3.0,801.6232
FDZ56,12.857645184136183,0.0,0.04506213,6.0,167.5474,OUT019,1985,2.0,0.0,0.0,1010.6844
NCL41,12.35,0.0,0.041729735,8.0,36.3216,OUT035,2004,2.0,1.0,1.0,276.9728
FDM39,6.42,0.0,0.053426165,4.0,178.7002,OUT013,1987,0.0,2.0,1.0,4477.505
NCZ54,14.65,0.0,0.083488992,9.0,161.3552,OUT049,1999,1.0,0.0,1.0,7148.0288
FDT59,13.65,0.0,0.0,1.0,229.4668,OUT049,1999,1.0,0.0,1.0,4837.7028
FDV20,20.2,1.0,0.060045008,6.0,128.3678,OUT018,2009,1.0,2.0,2.0,1398.8458
NCE43,12.5,0.0,0.10402738,9.0,172.2448,OUT017,2007,1.0,1.0,1.0,1874.8928
FDP15,12.857645184136183,0.0,0.083536071,10.0,255.433,OUT027,1985,1.0,2.0,3.0,9227.988
FDO16,5.48,0.0,0.015169739,5.0,82.225,OUT018,2009,1.0,2.0,2.0,2247.075
NCP41,12.857645184136183,0.0,0.028382853,8.0,109.4596,OUT019,1985,2.0,0.0,0.0,647.1576
DRD01,12.1,1.0,0.061299601,14.0,56.2614,OUT045,2002,1.0,1.0,1.0,552.614
FDM56,16.7,0.0,0.070588621,6.0,107.9912,OUT017,2007,1.0,1.0,1.0,1419.4856
FDS22,16.85,1.0,0.023201357,13.0,45.9428,OUT045,2002,1.0,1.0,1.0,307.5996
FDX20,7.365,0.0,0.042626422,6.0,227.072,OUT049,1999,1.0,0.0,1.0,4074.696
FDE34,9.195,0.0,0.108501676,13.0,183.6634,OUT017,2007,1.0,1.0,1.0,2362.9242
FDV50,14.3,0.0,0.122571209,4.0,122.373,OUT046,1997,2.0,0.0,1.0,985.384
NCU17,5.32,0.0,0.093408695,8.0,101.2674,OUT017,2007,1.0,1.0,1.0,2241.0828
NCP53,12.857645184136183,0.0,0.032731074,8.0,235.6906,OUT027,1985,1.0,2.0,3.0,5704.5744
FDW09,13.65,1.0,0.043386131,13.0,80.2302,OUT010,1998,1.0,2.0,0.0,79.2302
FDW55,12.6,1.0,0.021969896,6.0,248.6092,OUT046,1997,2.0,0.0,1.0,3237.1196
NCE31,12.857645184136183,0.0,0.183948465,9.0,33.6216,OUT027,1985,1.0,2.0,3.0,934.7832
FDO49,10.6,1.0,0.033052168,2.0,49.7008,OUT046,1997,2.0,0.0,1.0,961.4152
FDH34,12.857645184136183,0.0,0.054443762,13.0,184.6582,OUT019,1985,2.0,0.0,0.0,185.7582
FDJ38,8.6,1.0,0.040172077,3.0,188.553,OUT013,1987,0.0,2.0,1.0,3795.06
FDG32,19.85,0.0,0.175995526,6.0,224.0772,OUT046,1997,2.0,0.0,1.0,1556.6404
DRQ35,9.3,0.0,0.042530668,7.0,125.5388,OUT017,2007,1.0,1.0,1.0,2848.2924
FDK25,12.857645184136183,1.0,0.274592283,2.0,167.8474,OUT019,1985,2.0,0.0,0.0,336.8948
FDD58,7.76,0.0,0.059594017,13.0,99.67,OUT018,2009,1.0,2.0,2.0,1897.53
FDB15,10.895,0.0,0.136784873,4.0,265.2568,OUT035,2004,2.0,1.0,1.0,4218.5088
DRF60,10.8,0.0,0.0,14.0,238.1564,OUT018,2009,1.0,2.0,2.0,5243.8408
FDH04,12.857645184136183,1.0,0.019912606,5.0,91.0488,OUT019,1985,2.0,0.0,0.0,271.6464
FDM04,9.195,1.0,0.04719387,5.0,52.8666,OUT049,1999,1.0,0.0,1.0,1384.1982
FDO58,19.6,0.0,0.039638705,13.0,166.0526,OUT049,1999,1.0,0.0,1.0,3124.5994
FDQ24,15.7,0.0,0.074083388,0.0,253.3724,OUT017,2007,1.0,1.0,1.0,6795.1548
DRP35,18.85,0.0,0.091051579,7.0,127.4336,OUT045,2002,1.0,1.0,1.0,894.8352
DRI47,14.7,0.0,0.02090277,7.0,144.5128,OUT013,1987,0.0,2.0,1.0,3307.6944
FDF35,15.0,0.0,0.153861181,15.0,108.5938,OUT013,1987,0.0,2.0,1.0,1393.5194
FDP31,21.1,1.0,0.161504957,6.0,65.0168,OUT046,1997,2.0,0.0,1.0,639.168
FDQ52,17.0,0.0,0.119871307,5.0,248.3434,OUT018,2009,1.0,2.0,2.0,6208.585
FDM12,16.7,1.0,0.069903773,0.0,188.6214,OUT035,2004,2.0,1.0,1.0,565.2642
NCS42,8.6,0.0,0.069416467,9.0,92.5146,OUT046,1997,2.0,0.0,1.0,2006.7212
FDO31,6.76,1.0,0.02914662,6.0,79.296,OUT017,2007,1.0,1.0,1.0,1118.544
FDU19,8.77,1.0,0.046771477,6.0,173.9422,OUT046,1997,2.0,0.0,1.0,3103.9596
NCE19,12.857645184136183,0.0,0.092564193,9.0,53.4956,OUT027,1985,1.0,2.0,3.0,2129.2284
FDR16,5.845,1.0,0.104998144,5.0,213.2218,OUT035,2004,2.0,1.0,1.0,7266.5412
FDF56,16.7,1.0,0.119704498,6.0,181.9976,OUT045,2002,1.0,1.0,1.0,5432.928
DRJ59,11.65,0.0,0.03242518,7.0,38.8164,OUT010,1998,1.0,2.0,0.0,77.2328
FDH16,12.857645184136183,0.0,0.052300844,5.0,88.283,OUT027,1985,1.0,2.0,3.0,2157.192
FDI28,14.3,0.0,0.026362624,5.0,78.3302,OUT049,1999,1.0,0.0,1.0,1267.6832
FDC58,12.857645184136183,0.0,0.0,13.0,45.7428,OUT027,1985,1.0,2.0,3.0,615.1992
FDU13,8.355,0.0,0.187558629,3.0,148.0418,OUT046,1997,2.0,0.0,1.0,1471.418
FDX58,13.15,0.0,0.04376368,13.0,183.095,OUT046,1997,2.0,0.0,1.0,1830.95
FDU16,19.25,1.0,0.0,5.0,82.5908,OUT045,2002,1.0,1.0,1.0,922.7988
FDX35,5.035,1.0,0.080072603,1.0,228.2036,OUT045,2002,1.0,1.0,1.0,2504.7396
FDL21,15.85,1.0,0.007146415,13.0,41.048,OUT046,1997,2.0,0.0,1.0,798.96
DRM37,15.35,0.0,0.096317593,14.0,197.3768,OUT013,1987,0.0,2.0,1.0,3350.3056
FDR35,12.5,0.0,0.020729902,1.0,197.2742,OUT049,1999,1.0,0.0,1.0,3782.4098
FDW32,18.35,1.0,0.15783357,6.0,87.5882,OUT010,1998,1.0,2.0,0.0,171.7764
FDY34,12.857645184136183,1.0,0.010928678,13.0,167.0842,OUT027,1985,1.0,2.0,3.0,6465.5838
FDQ44,20.5,0.0,0.036110222,6.0,120.1756,OUT013,1987,0.0,2.0,1.0,2059.9852
DRD24,13.85,0.0,0.030842963,14.0,143.1154,OUT049,1999,1.0,0.0,1.0,2552.6772
DRE12,4.59,0.0,0.0,14.0,111.186,OUT045,2002,1.0,1.0,1.0,1245.046
NCX29,10.0,0.0,0.089078338,8.0,147.1102,OUT013,1987,0.0,2.0,1.0,2916.204
FDS07,12.35,0.0,0.100164204,6.0,113.6518,OUT018,2009,1.0,2.0,2.0,1593.9252
FDI27,12.857645184136183,1.0,0.045763623,4.0,43.8744,OUT027,1985,1.0,2.0,3.0,1222.4088
FDL02,20.0,1.0,0.10399676,3.0,107.4622,OUT013,1987,0.0,2.0,1.0,1587.933
FDN58,13.8,1.0,0.057104066,13.0,232.6984,OUT018,2009,1.0,2.0,2.0,1390.1904
DRK12,9.5,0.0,0.041971264,14.0,33.39,OUT045,2002,1.0,1.0,1.0,732.38
FDC60,5.425,1.0,0.114472403,0.0,88.3514,OUT046,1997,2.0,0.0,1.0,2833.6448
FDV45,16.75,0.0,0.045117476,13.0,187.9556,OUT049,1999,1.0,0.0,1.0,2440.8228
FDB23,19.2,1.0,0.0,15.0,223.8062,OUT045,2002,1.0,1.0,1.0,5642.655
NCA29,10.5,0.0,0.02727641,9.0,171.3106,OUT046,1997,2.0,0.0,1.0,3593.3226
FDO20,12.85,1.0,0.152747503,6.0,252.0382,OUT018,2009,1.0,2.0,2.0,4037.4112
NCH55,12.857645184136183,0.0,0.060706749,9.0,127.502,OUT019,1985,2.0,0.0,0.0,379.506
FDO32,6.36,0.0,0.120788077,6.0,45.706,OUT045,2002,1.0,1.0,1.0,838.908
FDS59,12.857645184136183,1.0,0.076851759,1.0,111.857,OUT019,1985,2.0,0.0,0.0,109.857
FDR59,14.5,1.0,0.063810405,1.0,263.2594,OUT013,1987,0.0,2.0,1.0,2878.2534
FDS55,7.02,0.0,0.081328781,6.0,150.0734,OUT045,2002,1.0,1.0,1.0,4454.202
FDT21,7.42,0.0,0.020387989,13.0,247.1092,OUT035,2004,2.0,1.0,1.0,4233.1564
NCR38,17.25,0.0,0.113518466,9.0,253.5724,OUT046,1997,2.0,0.0,1.0,5033.448
FDJ22,18.75,0.0,0.052917345,13.0,190.6504,OUT045,2002,1.0,1.0,1.0,1342.2528
FDB57,20.25,1.0,0.018911474,6.0,220.5772,OUT017,2007,1.0,1.0,1.0,2446.1492
FDR52,12.65,1.0,0.075981306,5.0,192.3846,OUT013,1987,0.0,2.0,1.0,1910.846
NCO41,12.5,0.0,0.018848862,8.0,96.7384,OUT046,1997,2.0,0.0,1.0,2167.8448
FDG47,12.8,0.0,0.116527666,15.0,261.4252,OUT010,1998,1.0,2.0,0.0,262.3252
FDB44,6.655,0.0,0.0,6.0,212.4586,OUT017,2007,1.0,1.0,1.0,2743.7618
FDY14,10.3,0.0,0.070040195,4.0,263.0226,OUT046,1997,2.0,0.0,1.0,4229.1616
NCN55,14.6,0.0,0.059827007,11.0,239.2538,OUT017,2007,1.0,1.0,1.0,3605.307
FDV48,9.195,1.0,0.051827123,0.0,77.4644,OUT018,2009,1.0,2.0,2.0,1414.1592
FDA21,13.65,0.0,0.03595391,13.0,185.2924,OUT035,2004,2.0,1.0,1.0,3146.5708
FDZ27,7.935,0.0,0.017182935,4.0,51.235,OUT049,1999,1.0,0.0,1.0,848.895
FDW58,20.75,0.0,0.007546808,13.0,104.1622,OUT013,1987,0.0,2.0,1.0,1693.7952
FDH45,15.1,1.0,0.105831117,6.0,41.6796,OUT049,1999,1.0,0.0,1.0,784.3124
FDH38,12.857645184136183,0.0,0.018275994,3.0,115.2808,OUT019,1985,2.0,0.0,0.0,117.1808
FDL43,10.1,0.0,0.027064381,10.0,76.367,OUT046,1997,2.0,0.0,1.0,765.67
FDD38,12.857645184136183,1.0,0.0,3.0,100.3674,OUT027,1985,1.0,2.0,3.0,1833.6132
FDV02,16.75,0.0,0.06063976,4.0,173.0106,OUT049,1999,1.0,0.0,1.0,3593.3226
NCF31,9.13,0.0,0.051847425,9.0,152.8024,OUT046,1997,2.0,0.0,1.0,1214.4192
NCN05,8.235,0.0,0.014518575,8.0,182.195,OUT018,2009,1.0,2.0,2.0,2380.235
FDZ16,16.85,1.0,0.159722816,5.0,194.1478,OUT013,1987,0.0,2.0,1.0,5812.434
NCT18,12.857645184136183,0.0,0.05911748,9.0,181.5976,OUT027,1985,1.0,2.0,3.0,4165.2448
NCP50,17.35,0.0,0.020555958,11.0,79.4618,OUT035,2004,2.0,1.0,1.0,1772.3596
FDW13,12.857645184136183,0.0,0.171383506,3.0,50.5324,OUT019,1985,2.0,0.0,0.0,207.7296
NCS53,14.5,0.0,0.090286009,8.0,159.9604,OUT017,2007,1.0,1.0,1.0,2218.4456
DRG03,14.5,0.0,0.061986574,4.0,153.0998,OUT046,1997,2.0,0.0,1.0,4921.5936
DRE60,9.395,0.0,0.160235723,14.0,227.872,OUT017,2007,1.0,1.0,1.0,1584.604
FDK21,7.905,0.0,0.010032624,13.0,248.3408,OUT045,2002,1.0,1.0,1.0,751.0224
FDF52,12.857645184136183,0.0,0.116928924,5.0,183.3292,OUT019,1985,2.0,0.0,0.0,364.8584
NCN43,12.857645184136183,0.0,0.011835436,11.0,121.373,OUT019,1985,2.0,0.0,0.0,246.346
FDW13,8.5,0.0,0.097884718,3.0,52.5324,OUT046,1997,2.0,0.0,1.0,1194.4452
FDW14,8.3,1.0,0.038204311,4.0,87.7198,OUT035,2004,2.0,1.0,1.0,1831.6158
FDG24,7.975,0.0,0.014631149,0.0,84.525,OUT046,1997,2.0,0.0,1.0,416.125
FDR19,13.5,1.0,0.160044589,6.0,145.4102,OUT045,2002,1.0,1.0,1.0,3499.4448
NCG06,12.857645184136183,0.0,0.02930277,9.0,256.1646,OUT027,1985,1.0,2.0,3.0,5926.2858
FDK10,5.785,1.0,0.040351229,13.0,181.366,OUT035,2004,2.0,1.0,1.0,1977.426
DRK12,9.5,0.0,0.042123243,14.0,32.09,OUT017,2007,1.0,1.0,1.0,432.77
FDY55,16.75,0.0,0.081485126,6.0,258.0988,OUT045,2002,1.0,1.0,1.0,8994.958
FDV04,12.857645184136183,1.0,0.149288779,5.0,158.4288,OUT027,1985,1.0,2.0,3.0,2985.4472
FDE23,17.6,1.0,0.0,15.0,46.006,OUT046,1997,2.0,0.0,1.0,326.242
FDI08,18.2,1.0,0.066567121,6.0,250.2092,OUT018,2009,1.0,2.0,2.0,2988.1104
DRA12,11.6,0.0,0.068535039,14.0,143.0154,OUT010,1998,1.0,2.0,0.0,283.6308
FDF22,6.865,0.0,0.057062186,13.0,212.0218,OUT018,2009,1.0,2.0,2.0,2350.9398
FDQ57,7.275,0.0,0.027991093,13.0,145.976,OUT049,1999,1.0,0.0,1.0,3515.424
FDP07,18.2,0.0,0.089901774,6.0,197.511,OUT046,1997,2.0,0.0,1.0,392.822
DRE37,13.5,0.0,0.0,14.0,189.1872,OUT035,2004,2.0,1.0,1.0,1890.872
DRF25,9.0,0.0,0.038892859,14.0,36.119,OUT013,1987,0.0,2.0,1.0,1098.57
DRF03,19.1,0.0,0.045270426,4.0,38.8138,OUT013,1987,0.0,2.0,1.0,731.0484
FDN51,17.85,1.0,0.020942867,10.0,260.2936,OUT035,2004,2.0,1.0,1.0,4175.8976
FDD21,10.3,1.0,0.030693756,6.0,114.2176,OUT018,2009,1.0,2.0,2.0,2175.8344
NCY42,6.38,0.0,0.015162573,9.0,145.147,OUT046,1997,2.0,0.0,1.0,3006.087
FDH28,12.857645184136183,1.0,0.0,5.0,37.0506,OUT027,1985,1.0,2.0,3.0,986.7156
NCZ29,15.0,0.0,0.119461188,8.0,126.3362,OUT010,1998,1.0,2.0,0.0,503.3448
FDN60,15.1,0.0,0.095158081,0.0,159.2604,OUT046,1997,2.0,0.0,1.0,2852.2872
NCW06,16.2,0.0,0.050545502,9.0,191.6162,OUT018,2009,1.0,2.0,2.0,1731.7458
NCS30,5.945,0.0,0.093405156,9.0,129.3652,OUT018,2009,1.0,2.0,2.0,4391.6168
FDW26,11.8,1.0,0.179191782,4.0,224.2772,OUT010,1998,1.0,2.0,0.0,667.1316
FDQ01,19.7,1.0,0.160951491,3.0,256.1014,OUT049,1999,1.0,0.0,1.0,3060.0168
FDH27,12.857645184136183,0.0,0.102157958,4.0,145.0128,OUT019,1985,2.0,0.0,0.0,143.8128
NCX41,19.0,0.0,0.017791458,8.0,211.9244,OUT018,2009,1.0,2.0,2.0,2117.244
FDH58,12.3,0.0,0.036997104,13.0,115.9834,OUT049,1999,1.0,0.0,1.0,2073.3012
DRB25,12.3,0.0,0.116261335,14.0,107.0938,OUT010,1998,1.0,2.0,0.0,214.3876
FDG45,8.1,0.0,0.12829573,6.0,210.4902,OUT045,2002,1.0,1.0,1.0,5309.755
FDP11,15.85,0.0,0.069100548,1.0,216.6166,OUT046,1997,2.0,0.0,1.0,4136.6154
FDV19,14.85,1.0,0.035257037,6.0,161.2578,OUT046,1997,2.0,0.0,1.0,4171.9028
FDT32,19.0,1.0,0.065633934,6.0,186.5214,OUT046,1997,2.0,0.0,1.0,2261.0568
NCU53,5.485,0.0,0.042743728,8.0,166.2842,OUT035,2004,2.0,1.0,1.0,1989.4104
NCA30,19.0,0.0,0.129309277,9.0,188.8872,OUT035,2004,2.0,1.0,1.0,3592.6568
FDH20,16.1,1.0,0.0,6.0,98.441,OUT017,2007,1.0,1.0,1.0,868.869
DRD25,6.135,0.0,0.0,14.0,114.286,OUT046,1997,2.0,0.0,1.0,2376.906
FDK25,11.6,1.0,0.156802171,2.0,168.0474,OUT035,2004,2.0,1.0,1.0,4379.6324
FDF02,16.2,0.0,0.103634038,3.0,101.399,OUT049,1999,1.0,0.0,1.0,1031.99
FDC04,15.6,0.0,0.045055587,4.0,242.3854,OUT049,1999,1.0,0.0,1.0,2416.854
FDH21,10.395,0.0,0.031199028,12.0,159.4604,OUT013,1987,0.0,2.0,1.0,316.9208
DRG03,14.5,0.0,0.062239081,4.0,154.2998,OUT018,2009,1.0,2.0,2.0,1691.7978
NCY06,15.25,0.0,0.06153089,9.0,132.2968,OUT017,2007,1.0,1.0,1.0,1696.4584
FDM08,10.1,1.0,0.053692878,6.0,222.9088,OUT045,2002,1.0,1.0,1.0,5145.3024
NCD31,12.1,0.0,0.01545846,9.0,166.0526,OUT049,1999,1.0,0.0,1.0,3617.9572
FDU09,12.857645184136183,1.0,0.06627464,13.0,54.1956,OUT027,1985,1.0,2.0,3.0,3002.758
FDB49,8.3,1.0,0.030274175,0.0,98.5384,OUT018,2009,1.0,2.0,2.0,1872.2296
FDQ58,7.315,0.0,0.015332872,13.0,154.034,OUT045,2002,1.0,1.0,1.0,612.536
FDJ58,15.6,1.0,0.10589167,13.0,172.6764,OUT017,2007,1.0,1.0,1.0,2920.1988
NCN30,12.857645184136183,0.0,0.016910914,9.0,96.641,OUT027,1985,1.0,2.0,3.0,1544.656
FDA52,16.2,1.0,0.128621941,5.0,175.537,OUT049,1999,1.0,0.0,1.0,3528.74
NCN42,12.857645184136183,0.0,0.014153743,9.0,145.6418,OUT027,1985,1.0,2.0,3.0,3825.6868
FDF04,17.5,0.0,0.013637046,5.0,258.5304,OUT046,1997,2.0,0.0,1.0,6199.9296
FDY15,18.25,1.0,0.171523928,4.0,155.863,OUT018,2009,1.0,2.0,2.0,2346.945
FDT03,12.857645184136183,0.0,0.009950343,10.0,185.5608,OUT027,1985,1.0,2.0,3.0,3307.6944
DRL59,12.857645184136183,0.0,0.037160705,7.0,54.2298,OUT019,1985,2.0,0.0,0.0,161.7894
FDW08,12.1,0.0,0.148986013,6.0,106.528,OUT018,2009,1.0,2.0,2.0,1171.808
FDO50,16.25,0.0,0.078103689,3.0,91.1804,OUT013,1987,0.0,2.0,1.0,1929.4884
FDP26,7.785,0.0,0.140121306,4.0,102.5306,OUT018,2009,1.0,2.0,2.0,1358.8978
FDX01,10.1,0.0,0.040446145,3.0,118.115,OUT010,1998,1.0,2.0,0.0,116.515
FDU22,12.35,0.0,0.093824276,13.0,119.9124,OUT017,2007,1.0,1.0,1.0,2014.7108
FDQ08,15.7,1.0,0.018926773,6.0,60.2536,OUT035,2004,2.0,1.0,1.0,1163.8184
NCN54,20.35,0.0,0.021322439,9.0,79.1328,OUT035,2004,2.0,1.0,1.0,1235.7248
FDR01,12.857645184136183,1.0,0.05336162,3.0,200.1742,OUT027,1985,1.0,2.0,3.0,6171.3002
FDB53,12.857645184136183,0.0,0.138777108,5.0,147.5392,OUT027,1985,1.0,2.0,3.0,5219.872
DRN47,12.1,0.0,0.016823566,7.0,178.566,OUT035,2004,2.0,1.0,1.0,3775.086
FDR39,20.35,0.0,0.083799283,10.0,184.1292,OUT046,1997,2.0,0.0,1.0,2189.1504
NCL30,18.1,0.0,0.048940428,9.0,127.5336,OUT046,1997,2.0,0.0,1.0,1789.6704
FDT02,12.6,0.0,0.02429329,4.0,33.4874,OUT018,2009,1.0,2.0,2.0,105.8622
FDT25,7.5,0.0,0.050829881,3.0,122.7072,OUT049,1999,1.0,0.0,1.0,1470.0864
FDH53,20.5,1.0,0.0,5.0,83.2592,OUT017,2007,1.0,1.0,1.0,1155.8288
DRB48,16.75,1.0,0.024994069,14.0,37.4822,OUT017,2007,1.0,1.0,1.0,549.9508
FDX16,17.85,0.0,0.110152524,5.0,150.205,OUT010,1998,1.0,2.0,0.0,149.805
FDH48,13.5,0.0,0.060603014,0.0,85.554,OUT045,2002,1.0,1.0,1.0,1731.08
FDF20,12.85,0.0,0.033192524,6.0,199.0768,OUT013,1987,0.0,2.0,1.0,3153.2288
FDJ03,12.35,1.0,0.121174241,4.0,47.8692,OUT010,1998,1.0,2.0,0.0,49.2692
DRJ35,10.1,0.0,0.046848053,7.0,60.6878,OUT017,2007,1.0,1.0,1.0,363.5268
NCN17,11.0,0.0,0.05489331,8.0,101.9358,OUT013,1987,0.0,2.0,1.0,1105.8938
FDN09,14.15,0.0,0.034868095,13.0,243.7828,OUT035,2004,2.0,1.0,1.0,6579.4356
NCR30,20.6,0.0,0.070933894,9.0,74.8696,OUT013,1987,0.0,2.0,1.0,223.7088
FDW23,5.765,0.0,0.0821398,0.0,37.2164,OUT049,1999,1.0,0.0,1.0,579.246
DRN35,8.01,0.0,0.117580062,7.0,36.6532,OUT010,1998,1.0,2.0,0.0,71.9064
FDL08,10.8,0.0,0.049819857,6.0,243.2144,OUT045,2002,1.0,1.0,1.0,1225.072
DRL35,15.7,0.0,0.030877303,7.0,42.177,OUT017,2007,1.0,1.0,1.0,735.709
NCS42,8.6,0.0,0.069524391,9.0,91.8146,OUT049,1999,1.0,0.0,1.0,2371.5796
NCY29,12.857645184136183,0.0,0.076860103,8.0,55.993,OUT027,1985,1.0,2.0,3.0,1471.418
FDO32,6.36,0.0,0.121034655,6.0,47.506,OUT018,2009,1.0,2.0,2.0,1071.938
NCU17,5.32,0.0,0.092865746,8.0,100.6674,OUT035,2004,2.0,1.0,1.0,2648.5524
FDY03,12.857645184136183,1.0,0.075753207,10.0,111.1202,OUT027,1985,1.0,2.0,3.0,3150.5656
NCI30,12.857645184136183,0.0,0.103188491,9.0,244.346,OUT019,1985,2.0,0.0,0.0,246.346
FDI04,12.857645184136183,1.0,0.072559351,5.0,199.3426,OUT027,1985,1.0,2.0,3.0,3757.1094
FDC35,7.435,0.0,0.122735471,15.0,205.2638,OUT013,1987,0.0,2.0,1.0,3520.0846
FDN38,6.615,1.0,0.091971856,3.0,251.6408,OUT046,1997,2.0,0.0,1.0,6008.1792
FDJ48,11.3,0.0,0.056434817,0.0,247.8118,OUT046,1997,2.0,0.0,1.0,2964.1416
FDH57,10.895,0.0,0.035740763,6.0,131.9284,OUT035,2004,2.0,1.0,1.0,659.142
FDI40,11.5,1.0,0.125602951,5.0,100.8358,OUT046,1997,2.0,0.0,1.0,2111.2518
FDF50,12.857645184136183,0.0,0.116762173,3.0,198.9768,OUT027,1985,1.0,2.0,3.0,4729.8432
FDA07,7.55,1.0,0.030918873,6.0,123.9072,OUT013,1987,0.0,2.0,1.0,1102.5648
FDZ60,20.5,0.0,0.119848041,0.0,109.4596,OUT018,2009,1.0,2.0,2.0,431.4384
FDW38,5.325,1.0,0.139464425,4.0,53.2298,OUT017,2007,1.0,1.0,1.0,1240.3854
NCF55,6.675,0.0,0.021666335,9.0,33.3874,OUT046,1997,2.0,0.0,1.0,1235.059
FDR37,16.5,1.0,0.066249551,2.0,183.3292,OUT046,1997,2.0,0.0,1.0,2006.7212
FDZ33,10.195,0.0,0.107564024,13.0,149.0076,OUT049,1999,1.0,0.0,1.0,1182.4608
FDV01,19.2,1.0,0.085122855,3.0,155.4314,OUT045,2002,1.0,1.0,1.0,3568.0222
FDI02,15.7,1.0,0.115031783,3.0,114.1202,OUT018,2009,1.0,2.0,2.0,787.6414
DRH25,18.7,0.0,0.014580886,14.0,50.2324,OUT013,1987,0.0,2.0,1.0,623.1888
NCY29,13.65,0.0,0.077548732,8.0,55.093,OUT018,2009,1.0,2.0,2.0,452.744
FDR04,12.857645184136183,0.0,0.022457694,5.0,98.6068,OUT027,1985,1.0,2.0,3.0,2430.17
FDR44,6.11,1.0,0.103129612,6.0,129.5968,OUT045,2002,1.0,1.0,1.0,2348.9424
FDJ41,6.85,0.0,0.023012718,5.0,262.0594,OUT017,2007,1.0,1.0,1.0,1569.9564
FDL43,12.857645184136183,0.0,0.026933321,10.0,78.467,OUT027,1985,1.0,2.0,3.0,3292.381
FDB21,7.475,0.0,0.149360698,6.0,243.4854,OUT017,2007,1.0,1.0,1.0,1691.7978
NCU42,9.0,0.0,0.019586115,9.0,170.2474,OUT018,2009,1.0,2.0,2.0,4211.185
FDY21,15.1,0.0,0.0,13.0,195.211,OUT013,1987,0.0,2.0,1.0,3142.576
FDK58,11.35,1.0,0.0,13.0,101.5016,OUT046,1997,2.0,0.0,1.0,202.4032
DRD13,15.0,0.0,0.049155769,14.0,65.2168,OUT049,1999,1.0,0.0,1.0,958.752
FDU35,6.44,0.0,0.0,1.0,98.27,OUT046,1997,2.0,0.0,1.0,2396.88
FDX23,6.445,0.0,0.049697923,0.0,95.0436,OUT010,1998,1.0,2.0,0.0,94.5436
FDQ39,14.8,0.0,0.081206491,10.0,189.2846,OUT045,2002,1.0,1.0,1.0,1719.7614
FDR31,12.857645184136183,1.0,0.048924811,6.0,147.4102,OUT027,1985,1.0,2.0,3.0,3207.8244
FDS28,8.18,1.0,0.082386011,5.0,56.6588,OUT035,2004,2.0,1.0,1.0,687.1056
DRN36,15.2,0.0,0.050279604,14.0,94.1752,OUT045,2002,1.0,1.0,1.0,2109.2544
FDX60,12.857645184136183,0.0,0.080203852,0.0,77.996,OUT027,1985,1.0,2.0,3.0,2716.464
NCB54,8.76,0.0,0.050335829,8.0,126.2336,OUT017,2007,1.0,1.0,1.0,1406.1696
FDC15,18.1,0.0,0.178694026,4.0,158.9288,OUT018,2009,1.0,2.0,2.0,1571.288
NCP17,12.857645184136183,0.0,0.027580163,8.0,62.2168,OUT027,1985,1.0,2.0,3.0,1661.8368
FDY39,5.305,1.0,0.04710181,10.0,181.8608,OUT049,1999,1.0,0.0,1.0,4594.02
FDH33,12.85,0.0,0.121914662,13.0,43.5428,OUT049,1999,1.0,0.0,1.0,615.1992
FDG09,12.857645184136183,1.0,0.047704151,6.0,187.2556,OUT027,1985,1.0,2.0,3.0,4506.1344
FDO10,12.857645184136183,1.0,0.01268995,13.0,56.4588,OUT027,1985,1.0,2.0,3.0,973.3996
FDD39,12.857645184136183,0.0,0.06981517,4.0,214.385,OUT027,1985,1.0,2.0,3.0,4327.7
